X,Y,FID,Category,Ref,name,descriptio,long,lat,Email,Web,Phone
-9.240403175354,53.84786851254389,148, ,MO210,Mayo Air Rifle & Pistol Club,To introduce young persons to the sport of air rifle shooting in a safe controlleld way. To provide entertainment by way of shooting indoors,-9.240403175354,53.8478685125439,gerardbourke50@yahoo.com, ,094 9023061
-9.3355,53.416,149,E16,GA75,Knockillaree Riding Centre,"Lessons for all ages and capabilities, Treking, Full livery, Breaking and training, Stud service, Transport.",-9.3355,53.416,rogerjoyce04@yahoo.ie, ,(+353) 87 9604517
-9.240617752075201,54.100325020589587,150, ,MO211,Mayo Archery Club,An organised Archery course in Massbrook wood courtsey of Coillte,-9.2406177520752,54.1003250205896,flybow@web.de,http://www.mayoarchers.com/,096 71993
-9.0996,53.2991,151,S1,GA76,Clay Pigeon Shooting at Glenlo Abbey,Clay pigeon shooting (with instructor).,-9.0996,53.2991,info@glenloabbey.ie,http://www.glenlo.com/act_clay.htm,(+353) 091 526666
-9.625053405761721,53.823911680441789,152, ,MO212,Mayo Sailing Club,"Club racing takes place every Thursday evening from  April to October; Cruisung takes place regularly though  out the season generally at the weekend to  for example, local island such as Inishturk, Bofin and Clare Island;  courses are run for at least 6",-9.62505340576172,53.8239116804418,Rory@fibrepulse.ie,www.mayosailingclub.com,087 2860235
-9.0587,53.2701,153,C1,GA77,West Ireland Cycling Galway,"Bicycle hire, Cycling tours.",-9.0587,53.2701,info@westirelandcycling.com,http://www.westirelandcycling.com/,(+353) 091 588830
-9.11556243896484,53.980824765410887,154, ,MO213,Mayo Shore Angling Club,Fishing Club,-9.11556243896484,53.9808247654109, , ,087 2834429
-10.0208,53.4875,155,C2,GA78,Connemara Walking & Cycling Centre,No description found,-10.0208,53.4875,walkwest@indigo.ie,http://www.walkingireland.com,(+353) 095 21379
-9.52064037322998,53.800828245519995,156, ,MO214,Mayo Wheelers,"To encourage and promote cycling to all family members as a healthy activity, as a leisure activity, or as a competitive sport",-9.52064037322998,53.80082824552,schallenge@eircom.net, ,086 8702062
-9.0435,53.2891,157,C3,GA79,Bike The Burren and Connemara,No description found,-9.0435,53.2891,info@biketheburren.net,http://www.biketheburren.net/,(+353) 091 760128
-10.08139317,53.97863917,158, ,MO215,McDowells Hotel And Activity Centre,Adventure Centre,-10.08139317,53.97863917,mcdowellshotel@eircom.net, ,090 6494801
-9.0645,53.284,159,C4,GA80,CycleWest Ireland Ltd,"Bicycle hire, Cycling tours.",-9.0645,53.284,info@cyclewest.com,http://www.cyclewest.com,(+353) 091 861001  (+353) 087 6723471
-8.3551,53.1333,160,K1,GA81,Pallas Karting,"Karting, Piantballing, Zorbing.",-8.3551,53.1333,info@pallaskarting.com,http://www.pallaskarting.com/,(+353) 090 9745147
-9.162774682044979,54.113405182588401,161, ,MO216,Moy Canoe Club,Canoeing,-9.16277468204498,54.1134051825884, , ,087 2589672
-8.5596,53.6071,162,K2,GA82,Glenamaddy Go Kart,No description found,-8.5596,53.6071, , ,(+353) 094 9659000
-9.158209562301639,54.115194381367502,163, ,MO217,Moy Estuary & Boat Club,Water Sports,-9.15820956230164,54.1151943813675, , , 
-9.17214,53.34508,164,Sk1,GA83,Unit 6 Skatepark.,Indoor Skateboarding (venue also caters for BMX bicycles and skating).,-9.17214,53.34508,unit6skatepark@gmail.com, ,(+353) 091 556525
-9.141011238098139,54.131416279041296,165, ,MO218,Moy Estuary Sea Trout Angling Club,To ensure safe boating for all members and boat users.  To provide fun and activities for members,-9.14101123809814,54.1314162790413,ncribben@regdesign.com, ,087 6790250
-9.0537,53.2673,166,AC1,GA84,Kayak Mor,"Inland Kayaking; Sea kayaking.",-9.0537,53.2673,info@kayakmor.com,http://www.kayakmor.com, (+353) 093 36097 (+353) 087 7565 578
-8.956282138824459,53.939441399266784,167, ,MO219,Moy Mountaineering/Ballina Hill Walking Club,"Rock Climbing, Mountain Hiking, Map & Compass. Biking, introduce inter city youth to living in the mountains",-8.95628213882446,53.9394413992668,rhhowko@eircom.net, ,094 9251357
-9.0438,53.2693,168,AC2,GA85,Bow Waves Sailing and Powerboat training,"Instructors course; Keelboats and dinghies; Shore based courses; Kids and schools.",-9.0438,53.2693, ,http://www.bowwaves.com/,(+353) 091 560 560 (+353) 086 807 7177
-10.075814723968502,54.140165921550505,169, ,MO220,Mullaghroe Beach,beach,-10.0758147239685,54.1401659215505, ,www.mayococo.com,094-9020000
-9.7686,53.5941,170,AC3,GA86,The Killary Adventure Company,"LAND BASED; Rope challenge course, Bungee jump, Clay pigeon shooting, Giant swing, Turf challenge, Climbing and abseiling tower, Laser combat games, Guided famine track walk, Rock climbing and abseiling, Paintball, Zipwire, Archery, Killary challenge, Or",-9.7686,53.5941,adventure@killary.com,http://www.killary.com/,(+353) 095 43411
-9.75010653,53.90407501,171, ,MO221,Mulranny,Walking Trail,-9.75010653,53.90407501,info@mayotrails.ie,www.mayotrails.com,94 904 7545
-9.7553,53.6219,172,AC4,GA87,Delphi Adventure Holidays,"LAND BASED; Crag climbing, Hill walking, Boulder wall, High ropes, Rock tower, Archery, Zip wire, Jacobs ladder, Indoor climbing wall, Orienteering, Team building. - WATER BASED; Surfing, Coastering, Sea kayaking, Snorkeling, Canoeing, Raft building.",-9.7553,53.6219, ,http://www.delphiadventureholidays.ie/,(+353) 095 42208  1850 275275
-9.781050682067869,53.89804223008538,173, ,MO222,Mulranny Beach,Beach,-9.78105068206787,53.8980422300854, ,www.mayococo.com,094-9020000
-9.1168,53.2599,174,AC5,GA88,Rusheen Bay Windsurfing School,"Windsurfing, Kayaking, Stand-up paddleboarding.",-9.1168,53.2599,cathal@rusheenbay.com,http://www.rusheenbay.com/,(+353) 091 569331
-9.54711695,53.8867272,175, ,MO223,Newport – Letermaghera,Walking Trail,-9.54711695,53.8867272,info@mayotrails.ie,www.mayotrails.com,94 904 7545
-8.92186,53.2013,176,AC6,GA89,Goyagang.,"sea kayaking, river kayaking, hillwalking, rock climbing, caving and orienteering.",-8.92186,53.2013,goyagangburren@gmail.com, , 
-9.07075,53.26377,177,AC7,GA90,Galway Kayak Club.,"Kayaking Disciplines (incl.): River running; Sea kayaking; Surfing; Polo; Playboating; Racing and Slalom.",-9.07075,53.26377,info@galwaykayakclub.com, , 
-9.54625865,53.88136461,178, ,MO224,Newport – Letterkeen,Walking Trail,-9.54625865,53.88136461,info@mayotrails.ie,www.mayotrails.com,94 904 7545
-10.0414,53.5113,179,A1,GA91,Blue Water Fishing,"Shark fishing, Reef fishing, Bluefin tuna fishing, Fishing tackle and techniques.",-10.0414,53.5113,bluewater@eircom.net,http://www.seafishingireland.net,(+353) 095 21073
-9.548943042755131,53.884511629030889,180, ,MO225,Newport Sea Angling Club,to promote Angling as a sport for young and old in the general Clew Bay area and beyond,-9.54894304275513,53.8845116290309,ssteer@caseycars.ie, ,098 42013
-10.0494,53.4897,181,A2,GA92,Sea Fishing,Deep Sea Angling,-10.0494,53.4897, , ,(+353) 095 21069 (+353) 086 2484674
-9.15885329246521,54.114276208160682,182, ,MO226,North Mayo Leisure Cycling Club,Cycle Club,-9.15885329246521,54.1142762081607,wallyrouse8@eircom.net, ,096 23900
-9.747,53.6333,183,A3,GA93,Delphi Lodge And Fishery,"Flyfishing - river and lake, Flyfishing school, tackle and techniques.",-9.747,53.6333,delfish@iol.ie,http://www.delphilodge.ie, 
-9.55426454544067,53.884562218874393,184, ,MO227,North West Mayo Hillwalkers,Walking Trail,-9.55426454544067,53.8845622188744,gretbyrne@eircom.net, ,096 43325
-9.3613,53.434,185,A4,GA94,Camillaun Angling Centre,"Fishing equipment hire, Boat hire, Gillies/boatmen hire.",-9.3613,53.434,camillaun@eircom.net,http://www.camillaun.com,(+353) 091 552678
-9.3613,53.4619,186,A5,GA95,Nonaim Lodge Accommodation and Angling,"Fishing equipment hire, Boat hire, Gillies/boatmen hire.",-9.3613,53.4619,nonaim@gofree.indigo.ie,http://www.nonaimcorrib.com,(+353) 091 552138
-9.08340811729431,54.2161446042347,187, ,MO228,NW Surf School,Surf School,-9.08340811729431,54.2161446042347,info@nwsurfschool.com,www.nwsurfschool.com,096 37540
-9.3033,53.247,188,A6,GA96,Spiddal Angling School,"FISHING COURSES to include; Flyfishing, Game fishing, Sea fishing, Spin fishing.",-9.3033,53.247,noel@spiddalanglingschool.com,http://www.spiddalanglingschool.com/,(+353) 091 553510
-9.769549369812012,53.775728647967497,189, ,MO229,Old Head Beach,Beach,-9.76954936981201,53.7757286479675, ,www.mayococo.com,094-9020000
-9.5203,53.0651,190,A7,GA97,Aran Islands Sea Angling.,Deep sea angling boat hire.,-9.5203,53.0651,info@southireland.com, ,(+353) 099 75073
-9.297491312026979,53.858114356153294,191, ,MO230,Outdoor World,Outdoor Shop,-9.29749131202698,53.8581143561533,nedbarrett@eircom.net, ,094 90 23043
-9.3033,53.247,192,A8,GA98,Galway Bay Sea Safaris Ltd,"Deep sea fishing, Boat Hire.",-9.3033,53.247,info@galwaybayfishing.com,http://galwaybayfishing.com/,(353) 086 8547 890
-9.15993690490723,54.109181864107093,193, ,MO231,Ox Mountain Ramblers,Walking Trail,-9.15993690490723,54.1091818641071, , ,096 22170
-8.1976,53.1296,194,A9,GA99,Murrays B&B and Angling Services,"Tution for coarse/pike/game fishing, boat hire, tackle hire, ghillie service. Bicycle Hire and Delivery Service.",-8.1976,53.1296,mike.murray123@yahoo.ie,http://www.murraysireland.com and http://www.shannonfishingholidays.com,(+353) 90 9759596
-9.15573388338089,54.116989791438606,195, ,MO232,Paddle and Pedal,Kayaking and cycling tours in north Mayo,-9.15573388338089,54.1169897914386,david@paddleanpedal.ie,www.paddleanpedal.ie,087-6808955
-9.12423133850098,54.151678438905201,196,E,MO100,Iceford stables," Horse Riding Lessons, Treks, Beach rides.",-9.12423133850098,54.1516784389052, info@icefordstables.com, www.icefordstables.com,096-70776
-9.278984069824221,53.696376164320185,197, ,MO233,Partry Angling Club,Regulating and promoting angling in the area.,-9.27898406982422,53.6963761643202, , ,094 95 43064
-10.128568410873401,53.974931596779385,198,C,MO101,Achill Bikes,Bicycle & equipment Hire,-10.1285684108734,53.9749315967794,info@achillbikes.com,www.achillbikes.com,(0)98 43301
-9.38498497009277,53.556632378053592,199, ,MO234,Petersburg Outdoor Education Centre,"Sailing, windsurfing, kayaking, cavaing.canoeing rockclimbing, hill walking, gorge walking orienteering, campcraft, raft building, low ropes Team tasks, skills training",-9.38498497009277,53.5566323780536,info@petersburg .ie,www.petersburg.ie,094 9546483
-9.933700561523439,53.929613445005081,200,C,MO102,Achill Cycle Hub,Cycle Trail,-9.93370056152344,53.9296134450051,info@mayotrails.ie,www.mayotrails.com,94 904 7545
-9.522083401679989,53.799830252813003,201, ,MO235,Portwest,Outdoor Shop,-9.52208340167999,53.799830252813,web@portwest.ie,www.portwest.ie,(0) 98 5177
-10.02377987,53.927920189999988,202,W,MO103,Achill Island – Dooega,Walking Trail,-10.02377987,53.92792019,info@mayotrails.ie,www.mayotrails.com,94 904 7545
-8.998167514801031,53.850906454755602,203, ,MO236,Race2Glory Adventure Race,Adventure Race,-8.99816751480103,53.8509064547556,race2glory@gmail.com,http://www.race2glory.com,+353 (0)94 9381494
-10.0722312927246,53.973303572422594,204,W,MO104,Achill Roar Adventure Race,Adventure Race,-10.0722312927246,53.9733035724226,info@roar.ie,http://www.roar.ie, 
-9.22482490539551,54.2178258580403,205, ,MO237,Ross Beach,Beach,-9.22482490539551,54.2178258580403, ,www.mayococo.com,094-9020000
-10.16256809,53.97514585,206,W,MO105,Achill Spur,Walking Trail,-10.16256809,53.97514585,info@mayotrails.ie,www.mayotrails.com,94 904 7545
-9.52364444732666,53.800226284507495,207, ,MO238,Sean Sammon Cycle Hire,Cycle Hire,-9.52364444732666,53.8002262845075, , ,(0)98 25471
-10.07416248,53.9715616,208,K,MO106,Achill Surf & Kayak,Surf & Kayak lessons,-10.07416248,53.9715616,info@achillsurf.ie,www.achillsurf.ie,+353 (0)95 34667
-9.62247848510742,53.682170339899784,209, ,MO239,Sheefry leisure Cycling club,Cycle Hire,-9.62247848510742,53.6821703398998,info@sheeffryevents.com,www.sheeffryleisurecycling.com,086 7351523
-9.97404098510742,53.975701415603105,210,K,MO107,Achill Waveriders Surf Club,Encourage participation in the sport of surfing serve as official representative or surfing in achill,-9.97404098510742,53.9757014156031, , ,098 47393
-9.806671142578132,53.765354834414779,211, ,MO240,Surf Mayo,Surfing,-9.80667114257813,53.7653548344148,info@surfmayo.com, ,087 6212508
-9.52341914,53.80030203,212,W,MO108,Adventure Islands,Outdoor Adventure Holidays,-9.52341914,53.80030203,ciaran@theadventureislands.com,http://www.theadventureislands.com,+353 (0)98 26907
-9.809288978576662,53.763300058653982,213, ,MO241,Surf Westport,Surfing,-9.80928897857666,53.763300058654,info@surfwestport.com,http://www.surfwestport.com,+353 (0)85 1433947
-9.505705833435059,53.803996318951796,214,K,MO109,Allergan Sea Angling Club,Competitons between May and Oct,-9.50570583343506,53.8039963189518, mchale_zita@allergan.com, ,098 55255
-8.950338363647459,53.943811442526886,215, ,MO242,Swinford Cycling Club,Cycle Club,-8.95033836364746,53.9438114425269,derekkelly5@eircom.net, ,087 6412785
-9.52264666,53.79973174,216,K,MO110,Allplay Windsurfing,Windsurfing School,-9.52264666,53.79973174,cathal@allplay.ie, ,+353 (0)86 3070975
-8.94574642181396,53.926379061868992,217, ,MO243,Swinford Tri Club,Triathlon Club,-8.94574642181396,53.926379061869,info@swinfordtrisports.com, ,086 8613068
-8.766059875488279,53.762767322598393,218,C,MO111,Annagh Wheelers Cycling Club,To promote all cycling disciplines with special emphasis and leisure cycling,-8.76605987548828,53.7627673225984,sean_gallagher@baxter.com, ,087 9281513
-9.547677040100099,53.800143910223085,219, ,MO244,The Helm Westport,Charter Boats Boats for Hire,-9.5476770401001,53.8001439102231,stay@thehelm.ie,www.thehelm.ie,098-26398
-9.39202308654785,53.641839347746995,220,E,MO112,Ard Aobhinn Equitation Club,Horse Riding,-9.39202308654785,53.641839347747,info@loughmaskholidays.com,www.loughmaskholidays.com,094 9544009
-9.519149065017698,53.802304597521498,221, ,MO245,The Westport Bike Shop,Bike Hire,-9.5191490650177,53.8023045975215, info@westportbikeshop.ie,www.westportbikeshop.ie,(0)98 24966
-9.29160118103027,53.535984454803689,222,E,MO113,Ashford Equestrian Centre,Horse Riding,-9.29160118103027,53.5359844548037,ashfordsports@eircom.net,www.rideatashford.com,094 9546507
-9.281387329101561,53.757439590300706,223, ,MO246,Tochar Padraig,Walking Trail,-9.28138732910156,53.7574395903007,info@mayotrails.ie,www.mayotrails.com,94 904 7545
-9.65680003,53.78152922,224,W,MO114,Atlantic Adventure Centre,Adventure Centre,-9.65680003,53.78152922,simontrezise@hotmail.com, ,+353 (0)98 64806
-8.57615947,53.90024183,225,C,MO115,Ballaghadereen Cycling Club,Cycle Club,-8.57615947,53.90024183,ballaghadereencyclingclub2012@hotmail.com, ,087 6841713
-9.27344799041748,53.849969779417499,226, ,MO247,Tourism Pure Walking Holidays,Walking Trail,-9.27344799041748,53.8499697794175,info@tourismpurewalking.com,http://tourismpurewalking.com,+353 (0)94 9027797
-9.37854548,53.65327611,227, ,MO248,Tourmakeady,Walking Trail,-9.37854548,53.65327611,info@mayotrails.ie,www.mayotrails.com,94 904 7545
-9.14633274,54.134332739999984,228,W,MO116,Ballina – Belleek,Walking Trail,-9.14633274,54.13433274,info@mayotrails.ie,www.mayotrails.com,94 904 7545
-9.36549922,53.65317437,229, ,MO249,Tourmakeady,Walking Trail,-9.36549922,53.65317437,info@mayotrails.ie,www.mayotrails.com,94 904 7545
-9.221638441085821,54.209651059806795,230,K,MO117,Ballina Beverages S.A.C.,Sea Angling Club,-9.22163844108582,54.2096510598068,ivansweeney@eircom.net, ,096 33923
-9.393954277038571,53.64138139745021,231, ,MO250,Tourmakeady Angling Club,Fishing Club,-9.39395427703857,53.6413813974502, , ,094 9544009
-9.155387878417971,54.114917673774897,232,C,MO118,Ballina Cycling Club,To promote health/fitness and well being along with being a social outlet for members.  Set up a youth and underage structure for an alternative activity for the young people of Ballina and surrounding areas.,-9.15538787841797,54.1149176737749,albertmorrow@eircom.net, ,087 6652039
-9.117729663848881,53.982856264149994,233, ,MO251,Trek West,Walking Trail,-9.11772966384888,53.98285626415,info@trekwesttours.ie,http://www.trekwesttours.ie, 
-9.140625,54.1165087172078,234,K,MO119,Ballina Salmon Anglers Club,Fishing Club,-9.140625,54.1165087172078, , , 
-9.220705032348629,53.891138377245994,235, ,MO252,Turlough Riding Centre,Horse riding,-9.22070503234863,53.891138377246, , ,094 9026646
-9.209933280944821,53.645248377004002,236,K,MO120,Ballinrobe and District Angling Club,Fishing Club,-9.20993328094482,53.645248377004, , ,094 9541165
-10.0726175308228,54.165147538485179,237, ,MO253,UISCE,"windsurfing, surfing, sailing, body boarding, archery,indoor climbing kayaking",-10.0726175308228,54.1651475384852,ciaran@uisce.ie,uisce.ie,9782111
-8.97316932678223,53.772203360757892,238, ,MO254,Upper Mace Equestrian Center,Horse riding,-8.97316932678223,53.7722033607579,info@uppermaceequestrian.ie,www.uppermaceequestrian.com,087 8395233
-9.37283618,54.27958976,239,W,MO121,Ballycastle – Sheskin,Walking Trail,-9.37283618,54.27958976,info@mayotrails.ie,www.mayotrails.com,94 904 7545
-9.217464923858641,53.614671753534203,240, ,MO255,Western Lakes Cycling Club,Cycling,-9.21746492385864,53.6146717535342,hughes.padraic@gmail.com,www.westernlakescc.com, 
-8.76668214797974,53.761295921237092,241,K,MO122,Ballyhaunis Swimming Pool,outdoor Swimming pool,-8.76668214797974,53.7612959212371, , ,086 3964450
-9.6652621,53.615213599999983,242, ,MO256,Western Way,Walking Trail,-9.6652621,53.6152136,info@mayotrails.ie,www.mayotrails.com,94 904 7545
-9.16285514831543,53.611413012776296,243,E,MO123,Ballyjennings Stables,Trekking and Lessons available for Adults and Children  from age 4 upwards.Cross Country Course on site Archery for the complete beginner from Age 12 upwards.,-9.16285514831543,53.6114130127763,info@horsetrekingireland.com,www.horsetrekkingireland.com,087 9404689
-9.51501628,53.802059809999982,244, ,MO257,Westport – Brackloon Wood,Walking Trail,-9.51501628,53.80205981,info@mayotrails.ie,www.mayotrails.com,94 904 7545
-9.15457248687744,53.892150002091171,245,W,MO124,Ballyvarry Outdoor gym,Outdoor gym,-9.15457248687744,53.8921500020912, , , 
-9.51278468,53.801958439999979,246, ,MO258,Westport – Tanyard,Walking Trail,-9.51278468,53.80195844,info@mayotrails.ie,www.mayotrails.com,94 904 7545
-9.74470138549805,54.145218752349578,247,K,MO125,Bangor Angling Club,To promote angling tourism in the erris area through utilisation of the carrowmore lake and the owenmore river. To encourage juveniles to get involved,-9.74470138549805,54.1452187523496,info@bangorerrisangling.com,www.bangorerrisangling.com/index.html,097 83487
-9.52111780643463,53.784661008621782,248, ,MO259,Westport Bikes 4 Hire,Bike Hire,-9.52111780643463,53.7846610086218,info@westportbikes4hire.com,www.westportbikes4hire.com,(0)86 088 0882
-9.741611480712892,54.145193615413902,249,W,MO126,Bangor Trail,Walking Trail,-9.74161148071289,54.1451936154139,info@mayotrails.ie,www.mayotrails.com,94 904 7545
-9.542098045349119,53.800194602109585,250, ,MO260,Westport Boat Angling Association,To rovide a multi purpose angling club for the Mayo area catering for all groups.  To provide training in all aspects of angling and sea safety and to provide an outlet for tourist information on angling.,-9.54209804534912,53.8001946021096, , ,087 2059894
-9.181351661682131,54.025570483930686,251,E,MO127,Barnfield House Equestrian Centre,Horse Riding,-9.18135166168213,54.0255704839307,scottofbarnfield@yahoo.com, ,094 9258175
-9.528622627258301,53.799662334245397,252, ,MO261,Westport Covey Wheelers,Cycling,-9.5286226272583,53.7996623342454, ,www.westportcc.ie,098 28228
-9.829459190368651,53.967649164316185,253,K,MO128,Bellacragher Bay Boat Club,Water Sports,-9.82945919036865,53.9676491643162,butlersea@gmail.com,www.bellacragherboatclub.jimdo.com,087 6579348
-9.527206420898438,53.799307485249301,254, ,MO262,Westport Cycle Hub,Cycle Trail,-9.52720642089844,53.7993074852493,info@mayotrails.ie,www.mayotrails.com,94 904 7545
-9.8137742,54.31303273,255, ,MO129,Belmullet – Carrowteige,Walking Trail,-9.8137742,54.31303273,info@mayotrails.ie,www.mayotrails.com,94 904 7545
-9.51911687850952,53.801221099625984,256, ,MO263,Westport Hill Walking & Mountaineering Club,Keeping fit through outdoor activity in beautiful scenery in pleasant company,-9.51911687850952,53.801221099626,westporthillwalkers@gmail.com,www.westporthillwalkers.com,087 3300659
-10.08499917,54.105824759999983,257, ,MO130,Belmullet – Erris Head,Walking Trail,-10.08499917,54.10582476,info@mayotrails.ie,www.mayotrails.com,94 904 7545
-9.535317420959473,53.800752208816291,258, ,MO264,Westport House Adventure Activity Centre,Adventure Centre,-9.53531742095947,53.8007522088163,info@westporthouse.ie,http://www.westporthouse.ie,+353 (0)98 27766
-9.98367605,54.22278312,259, ,MO131,Belmullet Adventure centre,Adventure Centre,-9.98367605,54.22278312, , ,097 81007
-9.522378444671631,53.805738657311196,260, ,MO265,Westport Sea Angling Club,To continue to promote sea and shore angling on Clew Bay (Westport S.A.C runs the longest angling event in June of each year  Westport International Sea Angling Festival 49th Annual event in June 05,-9.52237844467163,53.8057386573112, , ,098-27297
-9.98691558837891,54.222241959903499,261, ,MO132,Belmullet Cycle Hub,Cycle Trail,-9.98691558837891,54.2222419599035,info@mayotrails.ie,www.mayotrails.com,94 904 7545
-9.536647796630861,53.793654842824196,262, ,MO266,Westport Skate Park,"Skateboarding, Outdoor, Pitches, Outdoor Gym",-9.53664779663086,53.7936548428242, , , 
-10.0042533874512,54.214664040476983,263, ,MO133,Belmullet Sea Angling Club,To Promote Sea Angling as a sport to develop sea a tourist attraction,-10.0042533874512,54.214664040477, , ,086 8292452
-9.52398558,53.79514011,264, ,MO267,Westport Town,Walking Trail,-9.52398558,53.79514011,info@mayotrails.ie,www.mayotrails.com,94 904 7545
-9.99326705932617,54.225603902605791,265, ,MO134,Belmullet Swimming Pool,outdoor Swimming pool,-9.99326705932617,54.2256039026058, , , 
-9.5396926,53.799347829999988,266, ,MO268,Westport Triathalon Club,Triathlon Club,-9.5396926,53.79934783,westporttriathalonclub@gmail.com,www.westporttriclub.ie, 
-9.55415725708008,53.806910735105291,267, ,MO135,Bertra Beach,Beach,-9.55415725708008,53.8069107351053, ,www.mayococo.com,094-9020000
-9.524245262146,53.80091695483339,268, ,MO269,Westport Trout Angling Club,Provision of Angling opportunities for young people in the Westport Area,-9.524245262146,53.8009169548334,toby.gibbons@chesapeakecorp.com, ,0872907816
-9.388589859008791,53.829306961800206,269, ,MO136,Billborry and Lannagh Angling Club,To encourage wild fishing/Get more kids involved,-9.38858985900879,53.8293069618002, , ,094 9025794
-9.554672241210938,53.766876825706184,270, ,MO270,Westport Wargames,Paintballing,-9.55467224121094,53.7668768257062,westportwargames@hotmail.com,http://www.westportwargames.com,+353 (0)98 21886
-9.540810585021971,53.799636987988109,271, ,MO271,Westport Woods Riding Centre,Horse riding,-9.54081058502197,53.7996369879881,info@westportwoodshotel.com, ,098 25811
